EFO1849912_HCgwangwonA03R,33.14.32.98,255.255.255.240,33.14.32.96,33.14.32.111,33.14.32.97~33.14.32.110
EFO1849912_HCgwangwonA03R,33.14.32.99,255.255.255.240,33.14.32.96,33.14.32.111,33.14.32.97~33.14.32.110
EFO1849912_HCgwangwonA03R,33.14.32.100,255.255.255.240,33.14.32.96,33.14.32.111,33.14.32.97~33.14.32.110
